latitude,longitude
52.074235,-3.122539
52.075439,-3.126106
52.07242,-3.129172
53.177792,-2.93145
53.176331,-2.942216
52.073307,-3.127713
52.045737,-3.203271
53.164693,-2.986975
52.087681,-3.148076
52.076116,-3.125953
52.726705,-2.976672
53.144826,-3.047831
53.169498,-2.976122
53.171339,-2.973405
52.952875,-2.812162
52.732868,-2.997078
52.729155,-3.021948
52.066762,-3.179571
52.242898,-4.260506
52.243644,-4.260363
52.243062,-4.257306
52.415063,-4.085862
52.412761,-4.086344
52.413379,-4.085961
52.414729,-4.085392
52.414566,-4.081699
51.800778,-3.896879
51.792204,-4.030761
51.787165,-3.985136
51.817914,-3.861935
51.811683,-3.981179
51.684771,-4.249056
51.690015,-4.244614
51.684177,-4.250695
52.055769,-4.634892
52.084356,-4.660271
52.054223,-4.622824
52.054286,-4.659418
52.082603,-4.657862
52.083308,-4.660925
52.08363,-4.661086
51.86605,-4.26849
51.814082,-4.496058
51.764732,-4.471392
51.853527,-4.325855
51.854717,-4.307311
51.857616,-4.309692
51.857082,-4.308248
51.874879,-4.3519
51.856334,-4.305538
51.856907,-4.303987
51.85168,-4.326046
51.856983,-4.310983
51.85813,-4.312426
51.993482,-4.97698
51.994121,-4.974451
51.800186,-4.966812
51.803671,-4.970996
51.88077,-5.268135
51.801878,-4.972909
51.802494,-4.962055
51.799852,-4.971558
51.796051,-4.976643
51.801503,-4.968866
51.736767,-4.307697
51.748921,-4.341349
51.747853,-4.341849
51.73659,-4.305571
51.740951,-4.306927
51.736978,-4.303869
51.732503,-4.715216
51.875318,-3.993887
51.993997,-3.794236
51.995147,-3.802256
52.039418,-4.311345
51.699746,-4.143975
51.668597,-4.151598
51.686957,-4.199282
51.684169,-4.154731
51.686846,-4.160141
51.686646,-4.204453
51.673925,-4.169059
51.675595,-4.157094
51.695464,-4.08348
51.673987,-4.103833
51.793157,-4.133066
51.678413,-4.117641
51.68425,-4.164939
51.684681,-4.160229
51.665275,-4.086334
51.684623,-4.16061
51.685727,-4.106065
51.682534,-4.174643
51.684862,-4.124517
51.681263,-4.14817
51.756401,-4.221206
51.690286,-4.167106
51.679979,-4.155879
51.68423,-4.17113
51.699916,-4.143717
51.938287,-3.882889
51.712781,-5.036228
51.711745,-5.024249
51.713163,-5.052509
51.715187,-4.953535
51.716372,-5.055237
51.712674,-4.986859
51.712789,-5.032864
51.732123,-4.660437
51.799927,-4.743733
51.799719,-4.739825
52.03558,-4.462546
52.037065,-4.469767
52.037483,-4.468713
51.693264,-4.941119
51.693899,-4.929234
51.694019,-4.944091
51.692409,-4.948249
51.710502,-4.699147
51.672571,-4.701392
51.670173,-4.699085
51.671192,-4.696698
51.672124,-4.701123
51.671241,-4.699535
52.336774,-3.851375
51.825167,-3.093541
51.81725,-3.013075
51.821845,-3.018999
51.821579,-3.020231
51.821758,-3.017833
51.823068,-3.017106
51.82294,-3.025327
51.727925,-3.134167
51.731234,-3.134244
51.744931,-3.132267
51.67274,-3.184504
51.656814,-3.179361
51.662433,-3.199821
51.6662,-3.195496
51.653171,-3.196295
51.669672,-3.223385
51.67774,-3.182638
51.770545,-3.072175
51.766309,-3.159925
51.799343,-3.180587
51.798437,-3.173063
51.79789,-3.170349
51.798021,-3.179817
51.797838,-3.175764
51.797756,-3.175373
51.797691,-3.174324
51.642875,-2.674332
51.699753,-2.683496
51.642821,-2.673202
51.6269,-2.671364
51.641206,-2.676501
51.644475,-3.046581
51.638394,-3.015234
51.663199,-3.009964
51.743466,-3.182516
51.796467,-3.237624
51.799472,-3.193448
51.809231,-2.719848
51.808503,-2.720966
51.812793,-2.714089
51.813203,-2.710423
51.809492,-2.71932
51.827151,-2.712381
51.726091,-3.254638
51.722569,-3.243882
51.607487,-2.897465
51.586403,-2.998806
51.58917,-2.996749
51.590139,-2.979818
51.590912,-2.985936
51.575728,-2.989531
51.590949,-2.989008
51.566055,-3.017758
51.608003,-3.098913
51.578924,-3.061023
51.610828,-2.996419
51.579913,-2.831409
51.589081,-2.997352
51.594178,-2.75568
51.587814,-2.997524
52.016274,-4.832385
51.594168,-2.945015
51.578436,-2.952224
51.605654,-3.090777
51.589372,-2.755218
51.60301,-3.091861
51.592342,-2.980422
51.595427,-2.99693
51.588103,-2.932995
51.58732,-2.997052
51.581613,-2.991599
51.587784,-2.99497
51.609282,-3.098898
51.582251,-2.992835
51.57565,-2.950794
51.585406,-2.996751
51.611424,-2.95367
51.590862,-2.997148
52.016009,-4.834333
51.575959,-2.99063
51.576425,-3.053653
51.575222,-2.985303
51.584708,-2.993803
51.588091,-2.995287
51.702763,-3.041297
51.72166,-2.981042
51.737125,-3.069705
51.699549,-3.038648
51.699444,-3.043363
51.704412,-3.011613
51.700673,-3.048817
51.710989,-3.052544
51.713297,-3.054856
51.688735,-3.008353
51.704158,-3.043153
51.753388,-3.280403
51.76095,-3.285786
51.771348,-3.245006
51.774017,-3.299304
51.787521,-3.246148
53.412206,-4.334715
53.411872,-4.334776
53.409157,-4.345039
53.409458,-4.344947
53.226243,-4.129102
53.227881,-4.134673
53.180104,-4.062653
53.180549,-4.063514
53.231205,-4.119146
53.231913,-4.117298
53.229178,-4.120725
53.236145,-4.122131
53.263396,-4.092624
52.994001,-3.933432
53.193201,-4.387348
53.140138,-4.275569
53.139823,-4.27616
53.081465,-4.331598
53.14106,-4.270304
53.164975,-4.203265
53.14036,-4.275559
53.281323,-3.827759
53.280623,-3.827168
53.284897,-3.842918
52.742288,-3.884401
53.221741,-4.266069
53.312531,-4.632877
53.306388,-4.629409
53.307188,-4.62998
53.268758,-4.474466
53.309321,-4.633328
53.311313,-4.633076
53.312169,-4.633178
53.322296,-3.829523
53.324721,-3.832069
53.322844,-3.830763
53.326362,-3.832372
53.317441,-3.779425
53.326615,-3.832439
53.283141,-3.803946
53.252084,-3.974245
53.333125,-4.251097
53.225832,-4.162707
53.232081,-4.180136
53.225055,-4.161836
52.928245,-4.132412
52.902139,-4.064657
52.587289,-4.086329
51.713669,-3.443549
51.714333,-3.446981
51.695105,-3.430523
51.720661,-3.446402
51.715051,-3.450441
51.715163,-3.450961
51.73789,-3.510941
51.717395,-3.453055
51.506849,-3.581439
51.524073,-3.500499
51.501497,-3.57437
51.540321,-3.597054
51.596347,-3.540617
51.519334,-3.700922
51.457528,-3.589901
51.53148,-3.657138
51.598733,-3.541131
51.539948,-3.596466
51.504096,-3.561026
51.507862,-3.576595
51.547982,-3.596421
51.505577,-3.623986
51.560249,-3.601258
51.524956,-3.594955
51.501797,-3.537662
51.534437,-3.677506
51.524273,-3.574553
51.508455,-3.577022
51.543461,-3.570644
51.53626,-3.67518
51.610942,-3.584024
51.531507,-3.65364
51.50551,-3.578473
51.503356,-3.576506
51.508085,-3.593181
51.536552,-3.654402
51.613727,-3.542881
51.574687,-3.220152
51.588111,-3.209718
51.584109,-3.219723
51.592402,-3.291027
51.653355,-3.43404
51.632535,-3.235715
51.669477,-3.242813
51.607579,-3.658647
51.606022,-3.651251
51.608588,-3.660183
51.6166,-3.662678
51.60844,-3.659911
51.604853,-3.643214
51.746282,-3.378483
51.759591,-3.35751
51.764367,-3.356433
51.764949,-3.356714
51.724547,-3.366829
51.752574,-3.385486
51.762375,-3.40526
51.71298,-3.352065
51.745196,-3.360486
51.752103,-3.384545
51.759788,-3.362469
51.749306,-3.381908
51.774336,-3.361301
51.772611,-3.358152
51.723062,-3.363978
51.74553,-3.401617
51.762046,-3.352144
51.765625,-3.350256
51.746603,-3.378773
51.678715,-3.373746
51.684736,-3.378392
51.679906,-3.37056
51.684809,-3.378596
51.681589,-3.38057
51.64486,-3.466062
51.523913,-3.391076
51.53306,-3.451292
51.523701,-3.390537
51.538234,-3.385009
51.538544,-3.439006
51.518282,-3.398675
51.518647,-3.375796
51.536751,-3.386251
51.611941,-3.325705
51.551595,-3.318428
51.605424,-3.35409
51.570428,-3.326301
51.594335,-3.327192
51.595561,-3.327119
51.599752,-3.341058
51.604584,-3.336346
51.604664,-3.337976
51.607145,-3.33384
51.591387,-3.324292
51.594852,-3.325873
51.597767,-3.343246
51.611012,-3.326079
51.609973,-3.383585
51.583971,-3.430052
51.583885,-3.434119
51.600178,-3.422212
51.484123,-3.678208
51.489859,-3.702075
51.476114,-3.702667
51.480594,-3.701462
51.480839,-3.702623
51.627579,-3.452088
51.651057,-3.282547
51.659771,-3.504709
51.94765,-3.393064
51.944965,-3.404157
51.942585,-3.345752
51.947336,-3.391682
52.149468,-3.400928
52.149112,-3.40225
52.149261,-3.401985
52.516362,-3.429206
51.858814,-3.137178
51.867197,-3.227802
52.344057,-3.049408
52.344262,-3.051518
52.344139,-3.047965
52.344894,-3.043693
52.247266,-3.37645
52.590709,-3.852548
52.591256,-3.852832
52.654571,-3.841974
52.514867,-3.315188
52.515692,-3.315398
52.507464,-3.33288
52.51531,-3.314625
52.516131,-3.316167
52.239833,-3.154116
52.275287,-3.008816
52.297292,-3.5001
52.299871,-3.512148
52.658979,-3.147821
52.648606,-3.324297
52.660567,-3.15263
51.402207,-3.415018
51.481289,-3.199853
51.503771,-3.18308
51.488099,-3.150877
51.482051,-3.201849
51.478777,-3.178224
51.473601,-3.269838
51.480033,-3.180949
51.482766,-3.212961
51.488291,-3.203372
51.472107,-3.189833
51.48181,-3.202192
51.494682,-3.176387
51.484122,-3.211655
51.464096,-3.165086
51.51598,-3.218358
51.523871,-3.113014
51.481075,-3.180499
51.524498,-3.146746
51.469862,-3.186893
51.540424,-3.167447
51.489071,-3.202385
51.524058,-3.154988
51.482411,-3.204896
51.528061,-3.29239
51.531201,-3.297373
51.532241,-3.25181
51.498201,-3.193177
51.511622,-3.217341
51.493336,-3.219703
51.532688,-3.067036
51.501109,-3.21347
51.480069,-3.18052
51.50364,-3.138812
51.477646,-3.177189
51.530309,-3.204156
51.480313,-3.179275
51.545501,-3.187124
51.546651,-3.207626
51.504158,-3.228352
51.512883,-3.21945
51.530182,-3.059306
51.490126,-3.248357
51.485302,-3.200452
51.485388,-3.203507
51.504231,-3.12561
51.508478,-3.231408
51.511847,-3.217074
51.484798,-3.192549
51.48529,-3.194643
51.485498,-3.19363
51.508227,-3.201861
51.526734,-3.19002
51.551328,-3.179383
51.447534,-3.264723
51.48782,-3.160527
51.461995,-3.449213
51.459144,-3.441633
51.467155,-3.429676
51.461704,-3.446901
51.434285,-3.218869
51.434305,-3.219184
51.408374,-3.486734
51.442085,-3.174823
51.445067,-3.198184
51.443207,-3.173447
51.440183,-3.178483
51.660151,-3.837125
51.66494,-3.800813
51.661661,-3.806389
51.657209,-3.8082
51.655226,-3.807985
51.660929,-3.842838
51.692998,-3.8223
51.777218,-3.662827
51.664505,-3.803549
51.713894,-3.702894
51.631457,-3.818993
51.736025,-3.749223
51.672548,-3.799971
51.663217,-3.802607
51.748421,-3.613471
51.655665,-3.807202
51.78932,-3.668017
51.633355,-3.825511
51.661597,-3.803699
51.660585,-3.852648
51.710667,-3.694158
51.6764,-3.772838
51.603518,-3.82616
51.594109,-3.789609
51.614166,-3.760596
51.595984,-3.782247
51.584316,-3.769458
51.593722,-3.810756
51.591679,-3.779924
51.619583,-3.752466
51.583996,-3.768594
51.618559,-3.956387
51.615125,-3.953189
51.584326,-4.059729
51.580036,-4.00442
51.659459,-3.86944
51.616264,-3.957427
51.618397,-3.950011
51.713783,-3.842979
51.661799,-3.925099
51.616645,-3.948809
51.707893,-3.866321
51.654187,-3.905403
51.646777,-3.936006
51.644571,-3.962061
51.765905,-3.785116
51.644468,-3.94546
51.719843,-3.851564
51.658432,-3.925398
51.721179,-3.853663
51.697977,-3.893752
51.6415,-4.023283
51.659835,-3.908358
51.641911,-3.942115
51.620916,-3.944542
51.647496,-3.938901
51.781106,-3.751401
51.639681,-3.916561
51.64946,-3.995867
51.629894,-4.06805
51.583376,-4.052624
51.589601,-4.007174
51.63754,-3.944313
51.636864,-3.953477
51.641066,-3.978039
51.700797,-3.929715
51.642834,-3.944216
51.766873,-3.781169
51.618253,-3.951623
51.580012,-4.003071
51.620618,-3.94242
51.582883,-4.043741
51.663501,-4.06024
51.798742,-3.728495
51.613966,-3.970763
51.613868,-3.953052
51.707565,-3.972544
51.662723,-4.077483
51.633361,-3.938689
51.660551,-3.901139
51.615648,-3.99954
51.619425,-3.955872
51.776512,-3.78697
51.73696,-3.866096
51.613788,-3.955129
51.647895,-4.038283
51.630991,-3.939653
51.647412,-4.043827
51.669161,-4.041402
51.575711,-3.998951
51.626931,-3.941609
51.615315,-3.957706
51.572788,-3.99535
51.797634,-3.820361
51.736483,-3.826138
51.761198,-3.793118
53.286943,-3.583146
53.284313,-3.583036
53.303813,-3.542538
53.294262,-3.581038
53.168681,-3.083617
53.168385,-3.082952
53.167985,-3.092072
53.1669,-3.067757
53.172543,-3.063997
53.175733,-3.059499
53.177308,-3.080018
53.168337,-3.086814
53.295221,-3.727412
53.295825,-3.726634
52.980721,-3.372499
52.980072,-3.372126
53.212751,-3.040431
53.190057,-3.046399
53.19537,-3.022581
53.221063,-3.352299
53.185946,-3.413422
53.184159,-3.417778
53.188354,-3.410573
53.183277,-3.42002
53.248687,-3.135987
53.244909,-3.123169
53.275539,-3.209863
53.330671,-3.301144
53.282702,-3.252709
53.335966,-3.336796
53.290382,-3.208386
53.280123,-3.220018
52.97079,-3.167592
52.968731,-3.167345
52.973589,-3.131039
52.969918,-3.169027
53.20221,-3.09577
53.167268,-3.139866
53.216283,-3.250196
53.190096,-3.134804
53.173093,-3.147422
53.153844,-3.200443
53.139599,-3.194167
53.13421,-3.095475
53.166075,-3.141373
53.199831,-3.216086
53.166525,-3.142054
53.340889,-3.350899
53.331802,-3.400627
53.326938,-3.420631
53.317124,-3.408856
53.336831,-3.407279
53.319306,-3.487713
53.320387,-3.493641
53.313281,-3.513189
53.317765,-3.484508
53.319719,-3.494451
53.114733,-3.310465
53.113222,-3.316133
53.113351,-3.31366
53.247787,-3.407794
53.256926,-3.444803
53.246583,-3.375393
53.044538,-2.99143
53.007253,-3.057369
52.96934,-3.067744
53.108754,-2.946033
53.044522,-2.994195
53.013021,-3.049894
52.998153,-3.064525
53.045341,-2.994503
53.064412,-2.979612
52.986167,-3.040814
53.059838,-2.989708
53.056042,-2.973223
53.079335,-3.055583
53.0452,-2.992106
53.050837,-3.069227
53.061437,-2.967499
53.046095,-2.994906
53.010006,-3.049929
52.975586,-3.069219
53.072184,-3.098436
53.036203,-2.977863
53.077029,-3.054778
53.103191,-2.98054
53.055753,-2.899594
53.118098,-2.938638
52.969513,-3.068661
52.981552,-3.076877
53.031907,-3.02581
53.055614,-3.006981
53.09053,-2.959372
53.052577,-3.068511
53.059636,-3.043542
53.04497,-2.992492
53.046985,-2.991894
53.034223,-2.993237
53.003239,-2.911283
53.040692,-2.988002
53.076618,-3.050476
51.443062,-3.169189
51.78705,-4.411981
51.695489,-4.947447
51.797513,-4.743065
51.645683,-3.006777
51.61768,-4.019778
51.695309,-4.937673
51.677571,-4.917883
53.280809,-3.831342
53.280271,-3.829915
53.322622,-3.825371
53.3255,-3.831498
53.202584,-3.017007
52.416084,-4.084038
51.947445,-3.391229
52.218044,-3.389043
53.250213,-3.134086
53.184704,-3.025207
51.667242,-4.063823
53.263813,-4.090095
53.045666,-2.991631
53.320722,-3.490347
51.713083,-4.038848
51.723613,-4.05844
51.635553,-3.952279
52.441318,-4.028608
51.477066,-3.174385
51.464382,-3.165884
51.480936,-3.178664
51.4997,-3.194203
51.478893,-3.179525
51.480962,-3.17888
51.707911,-4.925748
52.986635,-3.040401
52.983777,-3.320032
53.133078,-3.33207
53.166269,-3.066
53.288673,-3.738752
53.308544,-3.739321
53.009738,-3.379596
53.183653,-3.420092
53.156807,-3.191088
53.096678,-3.169662
53.318184,-3.40891
53.315893,-3.49774
53.312778,-3.512465
53.291447,-3.465389
53.060828,-2.989863
53.04487,-2.993361
53.073618,-2.977455
52.986662,-3.040911
52.408296,-4.05934
52.413971,-4.083004
52.416398,-4.080927
52.413427,-4.085497
52.40361,-3.977251
52.408597,-4.060435
51.769224,-4.464593
52.041528,-3.932797
52.136197,-4.302051
52.102714,-4.37711
52.159758,-4.471612
52.018787,-4.399589
52.073614,-4.299886
51.726664,-4.188207
51.774386,-2.919037
51.820677,-3.016484
51.759763,-3.028799
51.88571,-2.973403
51.824151,-3.014786
51.834962,-2.899537
51.786254,-2.966031
51.802819,-3.127179
51.765309,-3.159633
51.664846,-3.192453
51.645697,-3.192976
51.610658,-2.765268
51.638186,-3.042472
51.682844,-2.963583
52.753499,-4.0792
53.092281,-3.803806
53.11497,-4.268209
53.104263,-4.083421
53.054621,-4.136025
53.106513,-4.202468
53.281242,-3.82763
53.327438,-3.836063
53.327348,-3.832195
53.317896,-3.781772
51.570013,-3.589059
51.50657,-3.560402
51.551742,-3.578867
51.478801,-3.611572
51.452334,-3.609296
51.531774,-3.582465
51.522042,-3.483444
51.579989,-3.224637
51.595674,-3.15196
51.617235,-3.661902
51.607109,-3.656685
51.644642,-3.3245
51.527198,-3.400703
51.989891,-3.325728
51.916141,-3.319877
51.946071,-3.571452
51.855131,-3.10464
52.267466,-3.296861
52.543791,-3.237088
52.54176,-3.076145
52.514084,-3.312678
52.516646,-3.316618
52.516863,-3.307421
51.39096,-3.38827
51.410489,-3.356177
51.397124,-3.355013
51.488867,-3.174136
51.479399,-3.177858
51.485166,-3.191503
51.488003,-3.268536
51.48721,-3.166468
51.461528,-3.161077
51.478349,-3.175821
51.473451,-3.165409
51.464979,-3.166707
51.456582,-3.361789
51.456433,-3.359584
51.457712,-3.345218
51.474059,-3.24161
51.482862,-3.202578
51.48154,-3.199907
51.488553,-3.174184
51.494302,-3.218723
51.512414,-3.153344
51.55502,-3.096038
51.446378,-3.185379
51.47872,-3.32169
51.512879,-3.124285
51.525887,-3.103272
51.453119,-3.26551
51.510779,-3.215936
52.970739,-3.17121
51.467322,-3.429268
51.423986,-3.554948
51.406316,-3.464511
51.662954,-3.825208
51.61442,-3.707199
51.679144,-3.927537
51.619034,-3.947409
51.626312,-3.948284
51.606104,-3.983809
51.61668,-3.936863
51.616287,-3.959541
51.565263,-4.219484
51.630756,-4.073376
51.63993,-4.013631
53.058743,-3.078773
51.623019,-4.026848
52.694693,-3.102382
51.684627,-4.245852
51.860783,-4.12903
51.714291,-3.445463
53.080572,-3.321894
53.046879,-2.991483
51.791596,-3.369648
51.793195,-3.3682
51.761495,-3.403404
52.545574,-4.036204
53.178649,-3.596499
53.28883,-3.638775
53.223054,-4.510762
53.331305,-4.376812
51.683615,-4.248865
53.29948,-3.555549
53.27798,-3.186753
51.664174,-2.697277
53.089117,-3.294291
52.704774,-3.319158
52.50176,-3.256561
52.590184,-3.853591
51.643636,-3.75389
51.681203,-4.162176
52.981529,-3.930101
52.501423,-3.257816
51.505724,-3.530838
51.8656,-4.291491
51.680723,-4.160599
52.273529,-3.005975
52.294514,-3.035858
51.628263,-3.941516
52.977991,-2.963779
51.937227,-3.563883
51.551725,-3.215088
51.821228,-3.01745
51.482942,-3.203686
51.548214,-3.271429
51.60024,-4.269797
51.656803,-3.805051
51.475854,-3.479795
51.614619,-3.410032
51.765016,-3.291585
51.577662,-3.045031
51.608484,-2.951929
51.725544,-2.756653
51.593251,-3.054168
51.681556,-3.0233
52.409417,-3.184632
51.906075,-3.193502
51.984807,-3.590099
53.249385,-4.594441
53.177376,-3.232533
52.965322,-2.961485
53.175183,-3.336279
53.175934,-3.336507
53.102215,-3.077706
52.934892,-3.140759
52.993486,-3.225739
53.234104,-3.272418
53.178829,-4.059083
53.276542,-3.906366
52.859119,-4.111086
53.295325,-4.138326
53.27233,-3.705613
53.290212,-3.702237
53.289359,-3.699195
53.299799,-3.731835
53.043394,-3.654145
53.268832,-3.539743
53.1524,-3.823955
52.031122,-4.551601
52.115219,-4.050731
52.044961,-4.524189
52.074539,-4.022211
52.082896,-4.569035
51.969825,-4.874555
51.811009,-4.141867
53.221169,-4.208568
53.282886,-3.664031
51.773881,-5.107247
51.770422,-4.462219
51.822277,-4.149527
51.822579,-4.149377
51.652922,-3.649531
53.097142,-3.210282
51.666573,-4.725153
52.282232,-3.862874
51.642549,-2.674001
51.812276,-2.715318
53.112768,-3.316438
53.012378,-4.104039
53.118003,-3.03391
53.124152,-3.280084
51.531621,-3.57245
51.515125,-3.14445
51.607826,-3.008574
51.641308,-3.935123
51.653522,-4.039764
51.452073,-3.186635
51.419623,-3.178259
51.694489,-3.022216
51.64778,-3.851056
51.478068,-3.175864
52.975134,-3.273818
53.300594,-3.543713
51.773586,-4.231088
53.05309,-3.070292
52.023729,-4.399359
52.159888,-4.470512
52.022184,-4.351229
52.051738,-4.378523
52.036891,-4.316822
52.766045,-3.272555
52.179728,-3.95659
51.691585,-4.249013
52.403263,-3.968424
52.366834,-3.962159
53.26117,-3.454084
53.257279,-3.446037
53.159887,-3.374583
52.942648,-2.925056
53.190311,-3.051023
51.522923,-3.72518
52.750785,-3.969824
52.903519,-4.064662
52.923985,-4.130913
51.856443,-5.126001
51.801755,-4.968588
51.802299,-4.968287
51.803835,-4.969258
51.881074,-5.266356
51.876959,-3.106301
51.785381,-2.775348
53.221908,-3.73953
53.281996,-4.215568
53.2215,-4.209531
53.279494,-3.789553
53.290313,-3.822488
53.317412,-3.781968
53.332506,-3.853588
53.192474,-3.685373
51.61934,-3.940666
51.720535,-4.243072
51.992121,-3.411512
51.481362,-3.201479
51.589644,-2.996735
53.33611,-3.406405
53.335652,-3.405139
53.255939,-4.312042
53.318636,-4.260506
52.955463,-4.0664
52.978209,-3.084025
52.983123,-3.068581
52.969766,-4.260831
53.189509,-4.090583
51.753559,-3.15795
51.812359,-3.863255
51.686302,-3.906551
51.713336,-3.444235
53.04438,-3.329463
51.617731,-3.445401
51.463081,-3.165586
53.085054,-2.971828
51.930149,-4.899371
52.215252,-3.442642
51.486874,-3.158912
51.485151,-3.23101
51.489493,-3.164062
51.536472,-3.205733
51.492873,-3.17213
51.498845,-3.184479
51.517983,-3.15623
51.418131,-3.465735
51.455557,-3.493094
51.734922,-3.640315
51.633721,-3.817641
51.602404,-2.922398
51.809059,-2.721359
51.619906,-2.693393
52.95885,-3.40604
51.835797,-3.675924
53.180915,-3.390483
53.183056,-3.333272
51.615152,-3.807234
51.593988,-3.781399
51.573695,-3.757689
51.483206,-3.173117
51.856509,-4.305417
51.779046,-3.760542
51.616451,-3.958736
53.246272,-3.306552
53.252173,-3.267062
53.257537,-3.220716
51.831886,-2.852435
52.710611,-3.252425
53.322498,-3.343952
53.135593,-3.139415
53.311624,-3.328428
52.640784,-3.237061
52.62694,-3.140598
53.191425,-4.062801
53.392276,-4.453598
53.255899,-4.311114
53.228093,-4.519667
53.19264,-4.38568
53.307118,-4.632504
53.313347,-4.630018
53.275013,-4.618337
53.118512,-4.123751
53.045005,-2.99416
53.079003,-4.280757
53.052475,-4.287012
52.902081,-3.92287
52.803899,-4.712185
52.860704,-4.617449
52.860712,-4.616301
52.859867,-4.618093
52.88878,-4.41719
52.888313,-4.418456
52.889502,-4.41859
53.183143,-4.058225
53.054175,-3.889154
52.719447,-3.69088
52.711851,-3.689874
52.300475,-3.509997
52.301355,-3.511223
53.37611,-4.392691
52.449516,-3.540038
52.078721,-3.320429
52.044942,-4.525235
52.031013,-4.207064
52.114866,-4.513921
52.937149,-3.958972
52.040937,-4.4669
52.083963,-4.660847
51.995411,-3.802025
51.840393,-4.731041
51.949494,-3.629726
51.945648,-3.571744
51.922616,-3.345315
51.758583,-3.199896
51.780469,-3.166487
51.684204,-4.164612
51.635506,-3.954241
52.344503,-3.053126
51.672979,-4.166154
53.319251,-3.490192
51.619958,-3.954772
51.693562,-4.939985
51.61926,-3.939194
51.747744,-3.384459
51.525666,-3.112258
53.044552,-2.994514
51.696218,-3.218126
51.519445,-3.339693
51.535898,-3.331131
51.543879,-3.388595
51.540603,-3.597121
51.661079,-3.025212
51.64034,-3.060926
53.319832,-3.843637
51.615118,-2.871932
53.287968,-3.471701
53.316637,-3.480748
51.592668,-3.226161
51.463245,-3.591231
51.51156,-3.545966
51.569267,-3.539539
51.569154,-3.53984
51.510451,-3.700783
51.662028,-3.909952
51.681716,-3.373918
51.566333,-3.381471
51.569014,-3.286907
51.61414,-3.448088
51.822677,-3.017631
51.797402,-2.995019
51.797268,-3.093914
51.639135,-2.754381
51.783599,-3.204757
51.601666,-3.075871
51.736264,-2.982616
51.700983,-3.053298
51.782471,-3.249903
51.761983,-3.229851
51.807765,-3.278217
51.730603,-2.849696
51.481787,-3.173087
52.696208,-3.159406
52.696224,-3.156772
52.484848,-3.437095
52.504219,-3.518521
52.555921,-3.531718
52.612182,-3.627446
52.406637,-3.606466
53.038703,-3.806904
52.558158,-3.535521
53.102147,-3.918417
51.80137,-3.942246
51.774824,-3.96218
51.835678,-4.434075
51.873696,-5.194594
52.06352,-4.602102
52.064278,-4.603166
52.038585,-4.429692
52.037942,-4.312933
53.044464,-2.994761
53.044683,-2.994353
53.319658,-3.488674
53.334601,-3.429129
53.275836,-3.224237
53.27396,-3.22229
53.325455,-3.293951
52.073109,-4.14953
53.121499,-4.127426
51.599653,-3.657052
53.306214,-3.529846
51.590082,-2.978764
53.057929,-3.197579
51.483037,-3.176616
51.480394,-3.171602
51.73136,-5.197649
53.050708,-2.995764
51.559817,-3.024308
51.613526,-3.954225
51.603138,-3.809359
51.817973,-4.347243
53.243299,-3.12811
51.699972,-4.077622
53.294512,-3.726234
51.852779,-3.957138
51.883797,-3.996148
51.995707,-3.796693
51.858486,-3.136784
51.84026,-3.105075
51.479827,-3.18117
52.774335,-3.152722
52.661225,-3.144423
51.640327,-2.677381
51.571277,-3.244106
52.032747,-3.205269
52.02225,-3.18937
52.0253,-4.584045
51.493125,-3.170092
51.501567,-3.575488
52.012913,-4.895224
52.013321,-4.894943
52.022104,-4.909129
51.942809,-5.053339
51.945627,-5.086669
51.928402,-5.160033
51.870383,-4.93962
51.779137,-5.099716
51.789068,-5.014486
51.683033,-3.379211
53.180717,-4.136267
51.828211,-4.174276
51.92549,-4.097001
51.945991,-4.500553
51.963066,-4.263662
51.874491,-4.17204
51.930446,-4.800716
52.013501,-4.710649
51.803834,-4.237625
51.802375,-4.24142
51.730853,-4.725075
51.812839,-4.110692
51.768774,-4.737493
51.684463,-4.16054
51.656709,-4.805609
51.969019,-4.580848
51.997201,-4.513294
51.812599,-3.010358
51.682826,-4.157758
53.300152,-4.617316
53.303275,-4.618983
53.347947,-4.525503
51.953937,-3.987023
51.6626,-3.901335
51.636954,-2.68297
51.662484,-3.140401
53.263552,-3.396671
51.828705,-3.958689
52.415801,-4.086182
52.243036,-4.261583
52.242451,-4.259951
52.407722,-4.071447
53.201804,-3.123273
51.590125,-3.046175
51.576557,-2.979494
51.845302,-4.310543
51.940501,-3.260568
52.190385,-3.510624
52.447728,-3.538856
52.047188,-3.961209
53.044899,-2.993035
51.793346,-4.97924
51.454466,-3.184539
51.463241,-3.165387
51.476904,-3.176148
51.477815,-3.177464
51.48575,-3.165703
51.479549,-3.176341
51.480662,-3.181652
51.574861,-3.999683
51.654867,-3.019301
53.290134,-3.762335
51.525295,-3.498711
51.579698,-3.55307
51.60359,-3.420991
51.672084,-4.701351
